seqname	V	D	J	vlen	vdilen	dlen	djilen	jlen
S8649	IGHV3-16*01	IGHD1/OR15-1a*01	IGHJ2*01	294	4	7	0	47
S8650	IGHV3-64*02	IGHD1-1*01	IGHJ2*01	294	3	7	0	51
S8651	IGHV3-38-3*01	IGHD2/OR15-2a*01	IGHJ6*04	288	7	21	7	62
S8652	IGHV3-73*01	IGHD1-14*01	IGHJ5*02	298	9	0	3	45
S8653	IGHV3-33*03	IGHD3-9*01	IGHJ3*01	292	6	24	0	48
S8654	IGHV1-69-2*01	IGHD3-22*01	IGHJ3*01	294	7	21	4	50
S8655	IGHV4-30-4*02	IGHD7-27*01	IGHJ1*01	297	14	9	17	51
S8656	IGHV3-66*03	IGHD6-6*01	IGHJ2*01	291	0	16	10	41
S8657	IGHV3/OR16-13*01	IGHD3-9*01	IGHJ2*01	293	0	10	9	46
S8658	IGHV4-30-2*01	IGHD1-7*01	IGHJ5*01	296	4	9	4	36
S8659	IGHV3-73*02	IGHD1/OR15-1a*01	IGHJ4*01	300	6	3	4	42
S8660	IGHV3/OR16-12*01	IGHD1-26*01	IGHJ2*01	285	5	16	6	49
S8661	IGHV3-64*05	IGHD5-24*01	IGHJ4*03	294	9	9	4	48
S8662	IGHV3-20*02	IGHD5/OR15-5a*01	IGHJ6*02	294	0	9	3	60
S8663	IGHV3-9*03	IGHD1/OR15-1a*01	IGHJ2*01	294	7	13	7	52
S8664	IGHV3-7*01	IGHD6-19*01	IGHJ4*03	294	0	7	14	46
S8665	IGHV3-66*01	IGHD5-12*01	IGHJ4*02	291	4	23	1	45
S8666	IGHV3/OR16-8*01	IGHD1-26*01	IGHJ3*01	294	0	12	8	47
S8667	IGHV3-16*01	IGHD3-10*01	IGHJ5*02	294	7	17	10	51
S8668	IGHV3-48*01	IGHD5/OR15-5a*01	IGHJ6*04	294	5	19	4	57
S8669	IGHV7-81*01	IGHD4/OR15-4a*01	IGHJ2*01	292	4	13	16	42
S8670	IGHV3-73*01	IGHD1-1*01	IGHJ3*02	300	5	10	7	45
S8671	IGHV1-3*02	IGHD2-21*02	IGHJ6*04	293	21	22	10	57
S8672	IGHV4-34*10	IGHD6-6*01	IGHJ2*01	291	5	18	0	53
S8673	IGHV3/OR16-12*01	IGHD1-7*01	IGHJ4*03	293	0	13	1	45
S8674	IGHV3/OR16-13*01	IGHD4-11*01	IGHJ5*02	294	5	13	17	50
S8675	IGHV3-35*01	IGHD3-22*01	IGHJ3*01	294	3	26	0	47
S8676	IGHV3-38*02	IGHD5-24*01	IGHJ3*01	286	2	8	3	44
S8677	IGHV1/OR21-1*01	IGHD4/OR15-4a*01	IGHJ1*01	294	7	19	7	52
S8678	IGHV3-23*01	IGHD2-2*02	IGHJ3*01	294	4	28	3	50
S8679	IGHV4-30-2*02	IGHD4-17*01	IGHJ4*01	293	2	6	8	43
S8680	IGHV3-49*03	IGHD3/OR15-3a*01	IGHJ6*03	299	18	21	4	57
S8681	IGHV3-35*01	IGHD3-3*01	IGHJ5*02	292	14	25	0	45
S8682	IGHV5-51*02	IGHD3-3*01	IGHJ6*01	293	3	20	11	61
S8683	IGHV6-1*02	IGHD3-16*02	IGHJ2*01	299	3	23	4	53
S8684	IGHV3-64*05	IGHD1-7*01	IGHJ4*01	291	0	10	0	45
S8685	IGHV4-38-2*01	IGHD6-19*01	IGHJ6*01	288	5	21	4	55
S8686	IGHV3-53*02	IGHD3/OR15-3a*01	IGHJ6*02	290	2	23	1	44
S8687	IGHV1-45*01	IGHD3-22*01	IGHJ4*03	293	3	28	7	48
S8688	IGHV3-35*01	IGHD4-17*01	IGHJ6*01	292	7	13	6	61
S8689	IGHV3-30-3*03	IGHD2-21*01	IGHJ6*01	292	4	14	11	58
S8690	IGHV3-NL1*01	IGHD6-13*01	IGHJ2*01	293	0	7	7	42
S8691	IGHV1-3*01	IGHD1/OR15-1a*01	IGHJ2*01	291	0	12	6	46
S8692	IGHV1-69*13	IGHD3-10*02	IGHJ1*01	294	2	23	1	44
S8693	IGHV3-9*01	IGHD1-7*01	IGHJ5*02	294	4	13	7	49
S8694	IGHV1-8*02	IGHD6-25*01	IGHJ6*03	294	7	3	2	57
S8695	IGHV3-64*02	IGHD1-14*01	IGHJ5*01	294	2	11	0	51
S8696	IGHV1-69D*01	IGHD2-2*01	IGHJ2*01	293	0	31	7	48
S8697	IGHV4-31*05	IGHD2-8*02	IGHJ5*01	290	0	31	3	46
S8698	IGHV3-13*05	IGHD3-10*01	IGHJ5*01	289	1	27	2	48
S8699	IGHV3-13*05	IGHD2-2*02	IGHJ3*02	289	15	23	15	46
S8700	IGHV3/OR16-10*03	IGHD1-1*01	IGHJ3*01	290	11	14	6	37
S8701	IGHV1/OR15-1*04	IGHD3-3*02	IGHJ5*01	292	5	18	0	49
S8702	IGHV3-11*06	IGHD4-23*01	IGHJ3*01	293	2	9	11	46
S8703	IGHV3/OR16-10*01	IGHD3-10*02	IGHJ5*02	291	5	14	0	42
S8704	IGHV1-8*01	IGHD4-11*01	IGHJ3*02	293	2	12	3	42
S8705	IGHV2-5*06	IGHD3/OR15-3a*01	IGHJ2*01	299	3	19	7	48
S8706	IGHV1-2*01	IGHD4-17*01	IGHJ3*01	294	4	1	0	41
S8707	IGHV3/OR16-13*01	IGHD2-15*01	IGHJ2*01	294	5	31	7	48
S8708	IGHV1-24*01	IGHD3-3*01	IGHJ3*02	293	15	12	9	47
S8709	IGHV4-28*02	IGHD5-24*01	IGHJ2*01	294	7	15	4	53
S8710	IGHV1/OR15-1*02	IGHD1/OR15-1a*01	IGHJ3*01	294	3	7	8	49
S8711	IGHV7-81*01	IGHD5-12*01	IGHJ3*01	287	13	15	5	44
S8712	IGHV4-30-2*02	IGHD4-17*01	IGHJ4*01	293	0	12	8	48
S8713	IGHV3-35*01	IGHD3-22*01	IGHJ5*01	294	2	23	12	51
S8714	IGHV3-30-3*02	IGHD6-25*01	IGHJ4*03	293	2	16	2	36
S8715	IGHV4-28*04	IGHD5-18*01	IGHJ4*03	294	2	14	0	42
S8716	IGHV1-46*03	IGHD1-1*01	IGHJ1*01	294	3	4	10	50
S8717	IGHV1-69*12	IGHD5/OR15-5a*01	IGHJ4*03	292	12	22	17	42
S8718	IGHV3-NL1*01	IGHD6-19*01	IGHJ1*01	294	5	16	0	49
S8719	IGHV2/OR16-5*01	IGHD2/OR15-2a*01	IGHJ6*04	300	8	13	4	60
S8720	IGHV3/OR16-10*01	IGHD4-11*01	IGHJ4*03	290	0	6	6	47
S8721	IGHV1-3*02	IGHD2-21*02	IGHJ6*02	294	19	26	0	48
S8722	IGHV3-43*01	IGHD1-7*01	IGHJ3*02	294	6	9	7	45
S8723	IGHV1/OR21-1*01	IGHD2-8*01	IGHJ4*03	294	13	28	0	44
S8724	IGHV4-39*07	IGHD4-11*01	IGHJ1*01	296	9	11	9	45
S8725	IGHV3-43D*01	IGHD5-12*01	IGHJ5*01	294	3	16	0	51
S8726	IGHV3-9*03	IGHD5-24*01	IGHJ5*02	293	4	14	10	43
S8727	IGHV4-30-2*05	IGHD1-14*01	IGHJ6*04	297	2	11	0	60
S8728	IGHV3-23*01	IGHD1-26*01	IGHJ4*02	294	5	15	4	43
S8729	IGHV3-43*02	IGHD4-11*01	IGHJ4*02	293	9	9	0	47
S8730	IGHV4-39*07	IGHD4-11*01	IGHJ3*02	297	5	7	0	46
S8731	IGHV7-4-1*04	IGHD6-13*01	IGHJ1*01	292	9	13	4	37
S8732	IGHV3-48*01	IGHD3-22*01	IGHJ3*01	292	12	10	0	50
S8733	IGHV2-5*08	IGHD6-6*01	IGHJ6*01	298	4	1	6	58
S8734	IGHV4-4*06	IGHD3-3*02	IGHJ6*02	222	7	28	11	62
S8735	IGHV3-15*02	IGHD1-20*01	IGHJ1*01	300	0	17	1	52
S8736	IGHV3-9*01	IGHD1-26*01	IGHJ4*03	293	7	15	8	38
S8737	IGHV3/OR15-7*05	IGHD1-14*01	IGHJ3*01	299	7	3	2	50
S8738	IGHV3-13*05	IGHD3-3*02	IGHJ5*01	291	7	22	3	50
S8739	IGHV3-53*02	IGHD5-12*01	IGHJ4*03	289	3	20	7	33
S8740	IGHV3-23*02	IGHD6-13*01	IGHJ6*03	294	0	15	8	61
S8741	IGHV3-64*03	IGHD7-27*01	IGHJ2*01	292	6	9	13	53
S8742	IGHV3/OR16-12*01	IGHD5-18*01	IGHJ2*01	293	8	9	0	48
S8743	IGHV3-16*02	IGHD7-27*01	IGHJ2*01	294	4	0	7	53
S8744	IGHV3-35*01	IGHD3-9*01	IGHJ6*04	294	9	22	5	61
S8745	IGHV3-30-3*03	IGHD4-17*01	IGHJ6*04	294	4	9	3	57
S8746	IGHV4-38-2*02	IGHD6-25*01	IGHJ6*02	294	4	4	2	62
S8747	IGHV5-51*01	IGHD2-2*03	IGHJ3*02	293	6	31	9	49
S8748	IGHV4-34*02	IGHD4-23*01	IGHJ6*01	291	5	0	1	61
S8749	IGHV3-35*01	IGHD1-26*01	IGHJ1*01	293	5	15	17	52
S8750	IGHV1-2*04	IGHD1-1*01	IGHJ1*01	291	0	13	0	48
S8751	IGHV4/OR15-8*03	IGHD2/OR15-2a*01	IGHJ2*01	293	12	27	0	53
S8752	IGHV3-30-3*01	IGHD6-6*01	IGHJ6*02	294	7	5	1	59
S8753	IGHV6-1*01	IGHD4-23*01	IGHJ3*01	303	2	0	0	50
S8754	IGHV3-7*03	IGHD4/OR15-4a*01	IGHJ6*01	293	0	9	0	59
S8755	IGHV3-35*01	IGHD2-21*01	IGHJ4*01	292	0	20	10	42
S8756	IGHV3/OR16-12*01	IGHD5-18*01	IGHJ5*01	293	9	20	0	51
S8757	IGHV3-33*03	IGHD4-11*01	IGHJ3*01	294	0	8	4	37
S8758	IGHV3-64*05	IGHD6-25*01	IGHJ2*01	288	13	4	0	53
S8759	IGHV4-38-2*01	IGHD3-9*01	IGHJ2*01	292	8	27	3	46
S8760	IGHV4-34*05	IGHD3-16*02	IGHJ1*01	290	7	33	2	38
S8761	IGHV3-11*03	IGHD1-26*01	IGHJ4*02	287	0	18	5	48
S8762	IGHV4-39*01	IGHD3-16*02	IGHJ3*02	297	0	35	3	50
S8763	IGHV3-64*02	IGHD3/OR15-3a*01	IGHJ1*01	293	15	31	10	48
S8764	IGHV1-45*02	IGHD1-14*01	IGHJ4*02	294	3	17	0	41
S8765	IGHV3-48*01	IGHD5-24*01	IGHJ3*01	294	4	14	7	48
S8766	IGHV2-26*01	IGHD6-19*01	IGHJ4*03	299	4	9	4	45
S8767	IGHV3-48*01	IGHD5/OR15-5a*01	IGHJ6*02	294	0	12	0	60
S8768	IGHV1/OR15-5*02	IGHD1/OR15-1a*01	IGHJ1*01	294	6	1	15	51
S8769	IGHV3-43*01	IGHD1-1*01	IGHJ4*03	292	3	14	6	34
S8770	IGHV2-70*10	IGHD1-20*01	IGHJ6*02	300	1	11	0	57
S8771	IGHV1/OR21-1*01	IGHD2-21*02	IGHJ4*01	292	0	28	2	42
S8772	IGHV1-58*02	IGHD7-27*01	IGHJ3*01	293	4	2	6	50
S8773	IGHV4-31*01	IGHD6-25*01	IGHJ4*01	296	7	8	10	46
S8774	IGHV3/OR16-10*02	IGHD6-25*01	IGHJ3*02	291	4	4	9	44
S8775	IGHV2-26*01	IGHD5-18*01	IGHJ4*01	299	2	16	1	43
S8776	IGHV3-38-3*01	IGHD5-12*01	IGHJ6*01	287	7	21	4	63
S8777	IGHV3-38*01	IGHD3-3*02	IGHJ3*02	285	0	26	0	50
S8778	IGHV5-10-1*04	IGHD5-18*01	IGHJ2*01	294	9	16	9	51
S8779	IGHV3/OR16-8*01	IGHD6-6*01	IGHJ3*02	294	2	18	0	35
S8780	IGHV3/OR16-13*01	IGHD6-19*01	IGHJ5*01	294	5	19	0	46
S8781	IGHV1-46*01	IGHD7-27*01	IGHJ1*01	291	2	10	6	52
S8782	IGHV4-38-2*02	IGHD1-20*01	IGHJ2*01	294	7	5	5	50
S8783	IGHV3-38*03	IGHD6-6*01	IGHJ5*01	288	3	10	10	38
S8784	IGHV1-46*02	IGHD2-21*01	IGHJ3*01	288	7	28	0	50
S8785	IGHV4-61*08	IGHD6-19*01	IGHJ5*01	292	0	12	3	51
S8786	IGHV3-72*01	IGHD1-1*01	IGHJ2*01	299	0	9	0	50
S8787	IGHV1-69*14	IGHD1-26*01	IGHJ4*03	288	1	17	12	37
S8788	IGHV3/OR16-12*01	IGHD3-9*01	IGHJ4*02	294	10	15	3	48
S8789	IGHV2-70*13	IGHD1-7*01	IGHJ3*02	300	1	14	8	50
S8790	IGHV3-33*04	IGHD4-23*01	IGHJ6*01	293	3	12	1	58
S8791	IGHV3/OR16-6*02	IGHD1-20*01	IGHJ6*04	299	15	5	0	48
S8792	IGHV3/OR15-7*01	IGHD1-1*01	IGHJ6*04	299	0	17	3	63
S8793	IGHV3-25*04	IGHD6-19*01	IGHJ4*02	291	0	15	3	46
S8794	IGHV3-43*01	IGHD2-21*01	IGHJ6*03	292	9	23	19	62
S8795	IGHV1-69D*01	IGHD2-2*01	IGHJ6*04	294	5	19	5	62
S8796	IGHV3/OR16-12*01	IGHD1-14*01	IGHJ6*01	292	6	6	5	58
S8797	IGHV3-16*02	IGHD1-26*01	IGHJ3*02	294	5	11	0	45
S8798	IGHV3-11*06	IGHD7-27*01	IGHJ2*01	294	0	0	19	48
S8799	IGHV3-38-3*01	IGHD5-18*01	IGHJ6*01	288	2	19	9	55
S8800	IGHV3-21*03	IGHD2-8*02	IGHJ5*01	292	0	24	23	46
S8801	IGHV3-43D*01	IGHD6-25*01	IGHJ5*02	294	6	14	5	51
S8802	IGHV3-43*02	IGHD1/OR15-1a*01	IGHJ6*03	294	0	4	8	57
S8803	IGHV3/OR16-13*01	IGHD4/OR15-4a*01	IGHJ5*01	294	13	10	1	46
S8804	IGHV3-43*02	IGHD1-20*01	IGHJ2*01	294	0	0	6	46
S8805	IGHV3/OR16-12*01	IGHD3-10*01	IGHJ4*02	294	0	19	3	45
S8806	IGHV3-7*02	IGHD1-7*01	IGHJ5*02	294	0	5	0	50
S8807	IGHV3/OR16-12*01	IGHD5-24*01	IGHJ1*01	293	7	7	4	38
S8808	IGHV1/OR15-9*01	IGHD2-21*01	IGHJ6*01	294	9	9	3	58
S8809	IGHV1-24*01	IGHD1/OR15-1a*01	IGHJ3*02	293	0	8	0	48
S8810	IGHV2-26*01	IGHD4-17*01	IGHJ1*01	296	3	0	10	43
S8811	IGHV7-4-1*01	IGHD3-9*01	IGHJ5*01	292	4	25	7	45
S8812	IGHV1-69D*01	IGHD3-16*01	IGHJ3*01	294	0	32	1	46
S8813	IGHV3-38-3*01	IGHD3-3*02	IGHJ1*01	285	12	26	6	50
S8814	IGHV2/OR16-5*01	IGHD6-13*01	IGHJ6*02	300	0	18	0	60
S8815	IGHV3/OR16-9*01	IGHD5-24*01	IGHJ4*02	292	6	15	3	48
S8816	IGHV3-64D*06	IGHD1-14*01	IGHJ2*01	294	9	14	0	47
S8817	IGHV5-51*01	IGHD3-22*01	IGHJ3*01	293	7	21	9	46
S8818	IGHV4-4*06	IGHD3-10*01	IGHJ1*01	222	25	31	4	49
S8819	IGHV3-48*04	IGHD5-18*01	IGHJ5*02	293	0	5	0	45
S8820	IGHV4-61*08	IGHD3-10*01	IGHJ2*01	297	9	21	8	44
S8821	IGHV3-7*02	IGHD1-20*01	IGHJ1*01	291	11	11	0	42
S8822	IGHV1-69D*01	IGHD1-20*01	IGHJ5*01	288	14	2	1	50
S8823	IGHV3-25*04	IGHD1-20*01	IGHJ4*02	293	2	0	5	43
S8824	IGHV3-NL1*01	IGHD5-12*01	IGHJ4*01	294	23	11	1	41
S8825	IGHV3-21*04	IGHD2-15*01	IGHJ4*02	293	12	13	5	41
S8826	IGHV2/OR16-5*01	IGHD2-8*02	IGHJ4*01	299	7	31	0	45
S8827	IGHV4-31*04	IGHD6-13*01	IGHJ4*01	294	9	13	11	43
S8828	IGHV3-15*02	IGHD1-14*01	IGHJ6*01	300	8	0	3	62
S8829	IGHV4-28*04	IGHD2/OR15-2a*01	IGHJ2*01	292	6	22	6	53
S8830	IGHV3-30-3*03	IGHD2-15*01	IGHJ4*03	293	5	29	3	40
S8831	IGHV5-51*04	IGHD2/OR15-2a*01	IGHJ2*01	294	8	18	3	38
S8832	IGHV1-45*02	IGHD3/OR15-3a*01	IGHJ4*02	294	6	19	9	42
S8833	IGHV7-81*01	IGHD6-13*01	IGHJ6*02	291	7	19	8	62
S8834	IGHV3-38*01	IGHD4/OR15-4a*01	IGHJ1*01	288	13	19	0	41
S8835	IGHV1-3*01	IGHD3-3*01	IGHJ4*03	293	0	28	3	37
S8836	IGHV4-38-2*01	IGHD3-3*02	IGHJ1*01	290	2	9	0	51
S8837	IGHV3-38-3*01	IGHD5-18*01	IGHJ2*01	285	0	19	1	47
S8838	IGHV3-25*04	IGHD2-2*03	IGHJ5*01	294	3	24	0	49
S8839	IGHV3-49*03	IGHD6-6*01	IGHJ3*01	300	0	15	13	48
S8840	IGHV3-38*01	IGHD7-27*01	IGHJ5*02	288	0	0	1	48
S8841	IGHV3/OR16-10*02	IGHD5-24*01	IGHJ5*02	287	7	9	1	51
S8842	IGHV3/OR16-10*02	IGHD1/OR15-1a*01	IGHJ6*02	290	8	7	8	62
S8843	IGHV3-73*02	IGHD6-6*01	IGHJ2*01	296	13	14	0	53
S8844	IGHV3-73*01	IGHD7-27*01	IGHJ1*01	298	7	2	0	51
S8845	IGHV2-5*01	IGHD2/OR15-2a*01	IGHJ3*02	299	16	16	0	42
S8846	IGHV4-59*10	IGHD3-9*01	IGHJ6*02	291	23	13	0	54
S8847	IGHV3-13*03	IGHD2-21*02	IGHJ6*02	290	7	10	0	62
S8848	IGHV3-74*01	IGHD3-3*01	IGHJ2*01	294	3	25	0	48
S8849	IGHV3-NL1*01	IGHD2-8*02	IGHJ3*02	294	0	20	5	42
S8850	IGHV3/OR15-7*02	IGHD3-3*01	IGHJ1*01	299	4	12	5	50
S8851	IGHV1/OR15-5*02	IGHD3-3*02	IGHJ6*03	292	0	25	0	55
S8852	IGHV2/OR16-5*01	IGHD3-9*01	IGHJ1*01	297	0	28	16	47
S8853	IGHV3-NL1*01	IGHD6-13*01	IGHJ2*01	293	25	18	4	51
S8854	IGHV3-15*07	IGHD2-15*01	IGHJ5*01	300	5	20	0	45
S8855	IGHV3-33*05	IGHD2-8*02	IGHJ6*02	294	11	23	3	50
S8856	IGHV3-15*05	IGHD4/OR15-4a*01	IGHJ1*01	300	8	3	1	46
S8857	IGHV1-69*02	IGHD6-25*01	IGHJ5*02	292	1	6	7	46
S8858	IGHV3/OR16-9*01	IGHD4-17*01	IGHJ6*01	294	8	1	0	55
S8859	IGHV1/OR15-1*01	IGHD3-22*01	IGHJ4*03	294	2	26	0	48
S8860	IGHV1-3*01	IGHD2-21*02	IGHJ2*01	293	10	20	0	50
S8861	IGHV1-8*02	IGHD1/OR15-1a*01	IGHJ3*02	294	16	16	0	47
S8862	IGHV4-28*04	IGHD3-22*01	IGHJ2*01	294	1	21	12	48
S8863	IGHV1-46*02	IGHD2-15*01	IGHJ4*01	294	1	25	1	43
S8864	IGHV3-74*03	IGHD4-17*01	IGHJ6*02	293	12	4	4	62
S8865	IGHV1-58*01	IGHD3/OR15-3a*01	IGHJ1*01	293	6	15	0	41
S8866	IGHV3-49*05	IGHD3-16*02	IGHJ6*03	300	3	26	1	57
S8867	IGHV3-64*03	IGHD2-15*01	IGHJ4*01	293	5	31	7	46
S8868	IGHV3-15*01	IGHD1-14*01	IGHJ5*02	300	9	15	10	51
S8869	IGHV3-7*03	IGHD3-9*01	IGHJ1*01	293	7	27	8	50
S8870	IGHV1/OR21-1*01	IGHD3-16*02	IGHJ3*01	293	4	25	4	41
S8871	IGHV4-39*01	IGHD7-27*01	IGHJ6*03	297	0	11	9	49
S8872	IGHV3-9*02	IGHD6-25*01	IGHJ1*01	294	7	10	0	44
S8873	IGHV4-59*06	IGHD1-1*01	IGHJ6*02	288	4	17	1	47
S8874	IGHV4-4*05	IGHD1-26*01	IGHJ2*01	287	7	20	0	50
S8875	IGHV2/OR16-5*01	IGHD5-18*01	IGHJ3*02	298	11	14	3	50
S8876	IGHV1-8*02	IGHD4-23*01	IGHJ2*01	294	7	8	5	47
S8877	IGHV2/OR16-5*01	IGHD1-1*01	IGHJ3*02	300	9	17	3	44
S8878	IGHV3/OR16-8*02	IGHD6-6*01	IGHJ2*01	293	10	0	0	49
S8879	IGHV3-72*01	IGHD5-18*01	IGHJ3*02	293	0	5	0	48
S8880	IGHV4-39*01	IGHD6-19*01	IGHJ4*01	293	1	10	0	48
S8881	IGHV2-5*04	IGHD1-26*01	IGHJ6*03	290	8	7	3	61
S8882	IGHV3/OR16-10*01	IGHD4-17*01	IGHJ6*04	291	9	14	5	63
S8883	IGHV3-48*01	IGHD5-24*01	IGHJ3*02	294	6	8	6	35
S8884	IGHV3-38*03	IGHD6-25*01	IGHJ3*02	288	9	17	0	44
S8885	IGHV3/OR16-9*01	IGHD3-9*01	IGHJ4*02	289	4	31	7	48
S8886	IGHV3-9*03	IGHD1-20*01	IGHJ5*02	293	1	0	0	46
S8887	IGHV3-43*02	IGHD7-27*01	IGHJ5*02	294	13	0	0	51
S8888	IGHV3-16*01	IGHD1-14*01	IGHJ4*01	293	7	7	0	48
S8889	IGHV3-64*05	IGHD3-3*01	IGHJ5*02	294	7	28	6	38
S8890	IGHV3/OR16-9*01	IGHD4-17*01	IGHJ4*02	292	12	15	12	48
S8891	IGHV1/OR15-1*03	IGHD4-17*01	IGHJ6*02	293	0	0	3	61
S8892	IGHV5-51*04	IGHD2/OR15-2a*01	IGHJ5*02	294	6	26	3	47
S8893	IGHV1-3*02	IGHD3/OR15-3a*01	IGHJ5*01	294	1	14	6	46
S8894	IGHV1-3*02	IGHD1-14*01	IGHJ4*02	292	9	13	4	34
S8895	IGHV3-30-3*01	IGHD5/OR15-5a*01	IGHJ5*02	294	5	14	0	48
S8896	IGHV6-1*02	IGHD5-12*01	IGHJ6*01	302	4	21	0	58
S8897	IGHV3-38-3*01	IGHD3-10*01	IGHJ2*01	288	0	23	0	47
S8898	IGHV3/OR16-10*03	IGHD1-26*01	IGHJ4*03	291	7	15	4	35
S8899	IGHV3-49*01	IGHD3/OR15-3a*01	IGHJ5*02	299	5	31	0	50
S8900	IGHV4-28*04	IGHD3-16*01	IGHJ2*01	294	5	31	13	48
S8901	IGHV3-49*05	IGHD1-1*01	IGHJ2*01	300	0	6	1	51
S8902	IGHV1/OR15-1*04	IGHD1-26*01	IGHJ3*01	292	0	19	0	44
S8903	IGHV4-59*02	IGHD6-19*01	IGHJ1*01	290	14	19	1	52
S8904	IGHV1-69*09	IGHD6-6*01	IGHJ6*02	288	15	6	13	62
S8905	IGHV3-72*02	IGHD2-2*01	IGHJ6*01	164	1	27	0	58
S8906	IGHV4-30-2*06	IGHD1/OR15-1a*01	IGHJ2*01	296	1	10	19	44
S8907	IGHV4-31*04	IGHD4/OR15-4a*01	IGHJ3*01	294	0	10	1	47
S8908	IGHV4-4*04	IGHD2-15*01	IGHJ6*02	287	0	24	1	57
S8909	IGHV5-51*04	IGHD3-16*01	IGHJ6*01	294	8	28	5	62
S8910	IGHV3-16*02	IGHD2-15*01	IGHJ2*01	294	5	19	7	51
S8911	IGHV4-61*02	IGHD4-23*01	IGHJ2*01	297	7	0	0	45
S8912	IGHV3-64*02	IGHD1-20*01	IGHJ5*02	293	10	11	0	50
S8913	IGHV7-4-1*01	IGHD7-27*01	IGHJ5*01	290	15	0	8	51
S8914	IGHV3-73*02	IGHD6-19*01	IGHJ2*01	299	0	11	0	42
S8915	IGHV3-7*03	IGHD7-27*01	IGHJ2*01	291	0	0	1	51
S8916	IGHV3/OR16-6*02	IGHD5-24*01	IGHJ2*01	298	0	11	0	49
S8917	IGHV3-74*02	IGHD1-20*01	IGHJ2*01	289	5	17	0	35
S8918	IGHV3/OR16-8*01	IGHD5-12*01	IGHJ1*01	294	8	12	1	43
S8919	IGHV3-23*01	IGHD2-21*01	IGHJ6*01	289	7	22	4	60
S8920	IGHV3-25*04	IGHD1-1*01	IGHJ1*01	294	0	10	3	42
S8921	IGHV1-2*02	IGHD2-2*03	IGHJ1*01	294	9	25	7	47
S8922	IGHV1-58*02	IGHD6-19*01	IGHJ2*01	289	7	3	0	47
S8923	IGHV1-69-2*01	IGHD5-18*01	IGHJ6*02	289	5	9	0	51
S8924	IGHV2/OR16-5*01	IGHD6-6*01	IGHJ6*02	299	0	16	6	57
S8925	IGHV2-70*13	IGHD2-15*01	IGHJ1*01	300	1	20	4	51
S8926	IGHV1-8*02	IGHD5-12*01	IGHJ1*01	294	4	10	6	50
S8927	IGHV4-34*07	IGHD5-12*01	IGHJ5*02	284	9	11	0	36
S8928	IGHV2-26*01	IGHD3-10*02	IGHJ6*02	297	11	19	6	60
S8929	IGHV3-9*02	IGHD1-1*01	IGHJ1*01	293	4	10	4	44
S8930	IGHV1-58*02	IGHD3-10*02	IGHJ6*04	294	6	14	6	56
S8931	IGHV3-64D*06	IGHD1/OR15-1a*01	IGHJ2*01	294	6	8	6	50
S8932	IGHV3-64D*06	IGHD5-18*01	IGHJ6*01	294	6	17	0	62
S8933	IGHV1-8*02	IGHD3-10*02	IGHJ6*04	294	13	24	1	50
S8934	IGHV3-16*02	IGHD2-15*01	IGHJ5*02	294	7	18	6	45
S8935	IGHV7-81*01	IGHD4-11*01	IGHJ3*02	293	11	12	5	46
S8936	IGHV3-25*04	IGHD1-14*01	IGHJ2*01	293	7	8	13	49
S8937	IGHV3-73*01	IGHD2-21*01	IGHJ4*03	297	12	20	0	35
S8938	IGHV3-43*02	IGHD4-23*01	IGHJ5*02	294	2	19	0	49
S8939	IGHV4/OR15-8*01	IGHD3-9*01	IGHJ6*04	292	10	22	13	63
S8940	IGHV1/OR15-1*03	IGHD1-1*01	IGHJ1*01	292	3	11	7	39
S8941	IGHV3-21*02	IGHD3-22*01	IGHJ1*01	293	3	27	1	52
S8942	IGHV3-38*03	IGHD4-11*01	IGHJ4*01	287	12	14	4	38
S8943	IGHV3-43*01	IGHD3-3*02	IGHJ1*01	294	7	25	6	50
S8944	IGHV1/OR15-1*03	IGHD3/OR15-3a*01	IGHJ1*01	293	3	23	5	46
S8945	IGHV3-30*05	IGHD6-25*01	IGHJ6*03	293	0	6	5	59
S8946	IGHV4-39*07	IGHD4-11*01	IGHJ5*02	297	0	3	1	42
S8947	IGHV3-43D*01	IGHD6-6*01	IGHJ1*01	291	11	8	4	32
S8948	IGHV1-69-2*01	IGHD6-13*01	IGHJ3*02	293	2	19	0	47
S8949	IGHV3-25*04	IGHD1-26*01	IGHJ3*01	290	1	7	0	48
S8950	IGHV3-23*05	IGHD2-15*01	IGHJ5*01	294	2	28	0	40
S8951	IGHV3-15*08	IGHD5/OR15-5a*01	IGHJ6*03	298	5	23	18	58
S8952	IGHV3-13*03	IGHD5-24*01	IGHJ5*01	290	14	10	17	48
S8953	IGHV3-21*01	IGHD1-14*01	IGHJ4*01	294	10	11	6	40
S8954	IGHV3/OR16-12*01	IGHD5-24*01	IGHJ6*01	291	21	9	10	51
S8955	IGHV4-28*07	IGHD1/OR15-1a*01	IGHJ2*01	294	2	7	6	52
S8956	IGHV3-48*02	IGHD1/OR15-1a*01	IGHJ3*02	294	0	5	6	47
S8957	IGHV3-25*04	IGHD3-9*01	IGHJ1*01	293	25	24	5	41
S8958	IGHV3-35*01	IGHD4-11*01	IGHJ1*01	293	0	0	1	52
S8959	IGHV2-70D*14	IGHD6-6*01	IGHJ2*01	297	4	0	11	52
S8960	IGHV2-70D*14	IGHD6-6*01	IGHJ6*04	299	0	10	1	63
